,path,emotion
43,data/training/Actor_17/17_02_01_02_kids-talking_happy.wav,happy
44,data/training/Actor_17/03-02-03-02-01-02-17_happy.wav,happy
45,data/training/Actor_17/17_02_01_01_dogs-sitting_happy.wav,happy
46,data/training/Actor_17/03-02-03-01-01-01-17_happy.wav,happy
47,data/training/Actor_17/17_02_02_02_kids-talking_happy.wav,happy
48,data/training/Actor_19/19_01_01_01_dogs-sitting_happy.wav,happy
49,data/training/Actor_19/19_02_02_02_dogs-sitting_happy.wav,happy
50,data/training/Actor_19/19_01_02_01_kids-talking_happy.wav,happy
51,data/training/Actor_19/03-02-03-01-01-02-19_happy.wav,happy
52,data/training/Actor_19/19_02_01_02_dogs-sitting_happy.wav,happy
53,data/training/Actor_19/19_02_02_01_dogs-sitting_happy.wav,happy
54,data/training/Actor_19/19_01_02_01_dogs-sitting_happy.wav,happy
55,data/training/Actor_19/19_01_01_02_kids-talking_happy.wav,happy
56,data/training/Actor_19/19_01_02_02_dogs-sitting_happy.wav,happy
57,data/training/Actor_19/19_02_01_01_kids-talking_happy.wav,happy
58,data/training/Actor_19/19_02_01_01_dogs-sitting_happy.wav,happy
59,data/training/Actor_19/03-02-03-01-01-01-19_happy.wav,happy
60,data/training/Actor_19/03-02-03-02-01-01-19_happy.wav,happy
61,data/training/Actor_19/19_01_01_01_kids-talking_happy.wav,happy
62,data/training/Actor_19/19_02_02_02_kids-talking_happy.wav,happy
63,data/training/Actor_19/19_01_01_02_dogs-sitting_happy.wav,happy
64,data/training/Actor_19/03-02-03-01-02-01-19_happy.wav,happy
65,data/training/Actor_19/19_01_02_02_kids-talking_happy.wav,happy
66,data/training/Actor_19/03-02-03-02-02-01-19_happy.wav,happy
67,data/training/Actor_19/19_02_02_01_kids-talking_happy.wav,happy
68,data/training/Actor_19/03-02-03-02-01-02-19_happy.wav,happy
69,data/training/Actor_19/19_02_01_02_kids-talking_happy.wav,happy
70,data/training/Actor_19/03-02-03-01-02-02-19_happy.wav,happy
71,data/training/Actor_19/03-02-03-02-02-02-19_happy.wav,happy
72,data/training/Actor_23/03-02-03-02-01-01-23_happy.wav,happy
73,data/training/Actor_23/23_01_02_02_dogs-sitting_happy.wav,happy
74,data/training/Actor_23/23_01_02_01_dogs-sitting_happy.wav,happy
75,data/training/Actor_23/03-02-03-02-02-02-23_happy.wav,happy
76,data/training/Actor_23/23_01_01_01_kids-talking_happy.wav,happy
77,data/training/Actor_23/03-02-03-01-01-01-23_happy.wav,happy
78,data/training/Actor_23/23_01_01_01_dogs-sitting_happy.wav,happy
79,data/training/Actor_23/23_01_01_02_kids-talking_happy.wav,happy
80,data/training/Actor_23/03-02-03-01-01-02-23_happy.wav,happy
81,data/training/Actor_23/23_01_02_01_kids-talking_happy.wav,happy
82,data/training/Actor_23/23_01_01_02_dogs-sitting_happy.wav,happy
83,data/training/Actor_23/03-02-03-01-02-01-23_happy.wav,happy
84,data/training/Actor_23/23_01_02_02_kids-talking_happy.wav,happy
85,data/training/Actor_23/03-02-03-02-02-01-23_happy.wav,happy
86,data/training/Actor_23/03-02-03-02-01-02-23_happy.wav,happy
87,data/training/Actor_23/03-02-03-01-02-02-23_happy.wav,happy
88,data/training/Actor_08/08_01_01_01_dogs-sitting_happy.wav,happy
89,data/training/Actor_08/08_01_02_02_dogs-sitting_happy.wav,happy
90,data/training/Actor_08/08_01_01_02_dogs-sitting_happy.wav,happy
91,data/training/Actor_08/08_01_01_02_kids-talking_happy.wav,happy
92,data/training/Actor_08/08_02_02_02_dogs-sitting_happy.wav,happy
93,data/training/Actor_08/08_01_02_01_dogs-sitting_happy.wav,happy
94,data/training/Actor_08/08_01_02_01_kids-talking_happy.wav,happy
95,data/training/Actor_08/08_02_01_02_kids-talking_happy.wav,happy
96,data/training/Actor_08/08_02_02_01_dogs-sitting_happy.wav,happy
97,data/training/Actor_08/08_02_01_01_dogs-sitting_happy.wav,happy
98,data/training/Actor_08/08_01_02_02_kids-talking_happy.wav,happy
99,data/training/Actor_08/08_02_01_01_kids-talking_happy.wav,happy
100,data/training/Actor_08/08_02_02_01_kids-talking_happy.wav,happy
101,data/training/Actor_08/08_02_01_02_dogs-sitting_happy.wav,happy
102,data/training/Actor_08/08_01_01_01_kids-talking_happy.wav,happy
103,data/training/Actor_08/08_02_02_02_kids-talking_happy.wav,happy
104,data/training/Actor_02/02_01_01_01_dogs-sitting_happy.wav,happy
105,data/training/Actor_02/03-02-03-01-01-02-02_happy.wav,happy
106,data/training/Actor_02/03-02-03-01-02-02-02_happy.wav,happy
107,data/training/Actor_02/03-02-03-01-02-01-02_happy.wav,happy
108,data/training/Actor_02/02_01_02_01_kids-talking_happy.wav,happy
109,data/training/Actor_02/02_01_02_02_kids-talking_happy.wav,happy
110,data/training/Actor_02/02_02_01_02_dogs-sitting_happy.wav,happy
111,data/training/Actor_02/03-02-03-02-01-01-02_happy.wav,happy
112,data/training/Actor_02/02_02_01_01_dogs-sitting_happy.wav,happy
113,data/training/Actor_02/02_02_02_02_kids-talking_happy.wav,happy
114,data/training/Actor_02/03-02-03-02-02-02-02_happy.wav,happy
115,data/training/Actor_02/02_01_01_02_dogs-sitting_happy.wav,happy
116,data/training/Actor_02/02_02_01_02_kids-talking_happy.wav,happy
117,data/training/Actor_02/02_01_02_02_dogs-sitting_happy.wav,happy
118,data/training/Actor_02/02_01_01_01_kids-talking_happy.wav,happy
119,data/training/Actor_02/02_02_02_02_dogs-sitting_happy.wav,happy
120,data/training/Actor_02/02_02_02_01_dogs-sitting_happy.wav,happy
121,data/training/Actor_02/02_02_01_01_kids-talking_happy.wav,happy
122,data/training/Actor_02/03-02-03-01-01-01-02_happy.wav,happy
123,data/training/Actor_02/02_02_02_01_kids-talking_happy.wav,happy
124,data/training/Actor_02/02_01_01_02_kids-talking_happy.wav,happy
125,data/training/Actor_02/03-02-03-02-02-01-02_happy.wav,happy
126,data/training/Actor_02/03-02-03-02-01-02-02_happy.wav,happy
127,data/training/Actor_02/02_01_02_01_dogs-sitting_happy.wav,happy
128,data/training/Actor_14/14_02_02_02_dogs-sitting_happy.wav,happy
129,data/training/Actor_14/14_02_02_02_kids-talking_happy.wav,happy
130,data/training/Actor_14/03-02-03-02-02-01-14_happy.wav,happy
131,data/training/Actor_14/03-02-03-02-01-01-14_happy.wav,happy
132,data/training/Actor_14/14_02_01_01_kids-talking_happy.wav,happy
133,data/training/Actor_14/14_02_01_02_kids-talking_happy.wav,happy
134,data/training/Actor_14/03-02-03-02-01-02-14_happy.wav,happy
135,data/training/Actor_14/03-02-03-01-01-02-14_happy.wav,happy
136,data/training/Actor_14/03-02-03-01-02-02-14_happy.wav,happy
137,data/training/Actor_14/03-02-03-01-02-01-14_happy.wav,happy
138,data/training/Actor_14/03-02-03-01-01-01-14_happy.wav,happy
139,data/training/Actor_14/14_02_01_01_dogs-sitting_happy.wav,happy
140,data/training/Actor_14/14_02_02_01_dogs-sitting_happy.wav,happy
141,data/training/Actor_14/14_02_02_01_kids-talking_happy.wav,happy
142,data/training/Actor_14/14_02_01_02_dogs-sitting_happy.wav,happy
143,data/training/Actor_14/03-02-03-02-02-02-14_happy.wav,happy
144,data/training/Actor_20/03-02-03-02-01-01-20_happy.wav,happy
145,data/training/Actor_20/03-02-03-02-01-02-20_happy.wav,happy
146,data/training/Actor_20/03-02-03-02-02-02-20_happy.wav,happy
147,data/training/Actor_20/20_01_02_02_dogs-sitting_happy.wav,happy
148,data/training/Actor_20/20_01_02_02_kids-talking_happy.wav,happy
149,data/training/Actor_20/03-02-03-02-02-01-20_happy.wav,happy
150,data/training/Actor_20/20_01_02_01_kids-talking_happy.wav,happy
151,data/training/Actor_20/20_01_01_01_kids-talking_happy.wav,happy
152,data/training/Actor_20/20_01_01_02_kids-talking_happy.wav,happy
153,data/training/Actor_20/20_01_01_02_dogs-sitting_happy.wav,happy
154,data/training/Actor_20/03-02-03-01-02-01-20_happy.wav,happy
155,data/training/Actor_20/03-02-03-01-01-01-20_happy.wav,happy
156,data/training/Actor_20/20_01_02_01_dogs-sitting_happy.wav,happy
157,data/training/Actor_20/20_01_01_01_dogs-sitting_happy.wav,happy
158,data/training/Actor_20/03-02-03-01-02-02-20_happy.wav,happy
159,data/training/Actor_20/03-02-03-01-01-02-20_happy.wav,happy
160,data/training/Actor_15/03-02-03-02-01-01-15_happy.wav,happy
161,data/training/Actor_15/03-02-03-01-02-01-15_happy.wav,happy
162,data/training/Actor_15/03-02-03-02-02-01-15_happy.wav,happy
163,data/training/Actor_15/03-02-03-01-02-02-15_happy.wav,happy
164,data/training/Actor_15/15_02_01_02_dogs-sitting_happy.wav,happy
165,data/training/Actor_15/03-02-03-02-02-02-15_happy.wav,happy
166,data/training/Actor_15/15_02_02_01_dogs-sitting_happy.wav,happy
167,data/training/Actor_15/03-02-03-01-01-01-15_happy.wav,happy
168,data/training/Actor_15/15_02_02_02_kids-talking_happy.wav,happy
169,data/training/Actor_15/15_02_01_01_kids-talking_happy.wav,happy
170,data/training/Actor_15/15_02_01_01_dogs-sitting_happy.wav,happy
171,data/training/Actor_15/15_02_02_02_dogs-sitting_happy.wav,happy
172,data/training/Actor_15/15_02_01_02_kids-talking_happy.wav,happy
173,data/training/Actor_15/03-02-03-02-01-02-15_happy.wav,happy
174,data/training/Actor_15/03-02-03-01-01-02-15_happy.wav,happy
175,data/training/Actor_15/15_02_02_01_kids-talking_happy.wav,happy
176,data/training/Actor_13/13_02_02_01_kids-talking_happy.wav,happy
177,data/training/Actor_13/03-02-03-02-02-02-13_happy.wav,happy
178,data/training/Actor_13/03-02-03-01-02-02-13_happy.wav,happy
179,data/training/Actor_13/03-02-03-02-01-02-13_happy.wav,happy
180,data/training/Actor_13/13_01_02_02_dogs-sitting_happy.wav,happy
181,data/training/Actor_13/03-02-03-01-02-01-13_happy.wav,happy
182,data/training/Actor_13/03-02-03-01-01-01-13_happy.wav,happy
183,data/training/Actor_13/13_02_02_02_dogs-sitting_happy.wav,happy
184,data/training/Actor_13/13_01_01_01_dogs-sitting_happy.wav,happy
185,data/training/Actor_13/13_01_02_02_kids-talking_happy.wav,happy
186,data/training/Actor_13/13_02_02_01_dogs-sitting_happy.wav,happy
187,data/training/Actor_13/13_01_01_01_kids-talking_happy.wav,happy
188,data/training/Actor_13/13_02_01_02_kids-talking_happy.wav,happy
189,data/training/Actor_13/03-02-03-02-01-01-13_happy.wav,happy
190,data/training/Actor_13/13_01_01_02_dogs-sitting_happy.wav,happy
191,data/training/Actor_13/13_02_02_02_kids-talking_happy.wav,happy
192,data/training/Actor_13/03-02-03-01-01-02-13_happy.wav,happy
193,data/training/Actor_13/13_02_01_01_kids-talking_happy.wav,happy
194,data/training/Actor_13/13_01_01_02_kids-talking_happy.wav,happy
195,data/training/Actor_13/13_01_02_01_kids-talking_happy.wav,happy
196,data/training/Actor_13/13_01_02_01_dogs-sitting_happy.wav,happy
197,data/training/Actor_13/13_02_01_02_dogs-sitting_happy.wav,happy
198,data/training/Actor_13/03-02-03-02-02-01-13_happy.wav,happy
199,data/training/Actor_13/13_02_01_01_dogs-sitting_happy.wav,happy
200,data/training/Actor_22/22_01_01_01_kids-talking_happy.wav,happy
201,data/training/Actor_22/03-02-03-01-01-01-22_happy.wav,happy
202,data/training/Actor_22/03-02-03-02-02-01-22_happy.wav,happy
203,data/training/Actor_22/22_01_02_02_dogs-sitting_happy.wav,happy
204,data/training/Actor_22/03-02-03-02-02-02-22_happy.wav,happy
205,data/training/Actor_22/03-02-03-02-01-01-22_happy.wav,happy
206,data/training/Actor_22/22_01_01_02_dogs-sitting_happy.wav,happy
207,data/training/Actor_22/22_01_02_01_dogs-sitting_happy.wav,happy
208,data/training/Actor_22/22_01_01_02_kids-talking_happy.wav,happy
209,data/training/Actor_22/03-02-03-01-02-01-22_happy.wav,happy
210,data/training/Actor_22/22_01_02_02_kids-talking_happy.wav,happy
211,data/training/Actor_22/03-02-03-01-02-02-22_happy.wav,happy
212,data/training/Actor_22/22_01_01_01_dogs-sitting_happy.wav,happy
213,data/training/Actor_22/03-02-03-01-01-02-22_happy.wav,happy
214,data/training/Actor_22/22_01_02_01_kids-talking_happy.wav,happy
215,data/training/Actor_22/03-02-03-02-01-02-22_happy.wav,happy
216,data/training/Actor_10/10_02_02_02_kids-talking_happy.wav,happy
217,data/training/Actor_10/10_01_01_02_kids-talking_happy.wav,happy
218,data/training/Actor_10/10_01_02_02_dogs-sitting_happy.wav,happy
219,data/training/Actor_10/10_02_01_01_dogs-sitting_happy.wav,happy
220,data/training/Actor_10/10_02_01_01_kids-talking_happy.wav,happy
221,data/training/Actor_10/10_02_02_01_dogs-sitting_happy.wav,happy
222,data/training/Actor_10/10_01_01_01_dogs-sitting_happy.wav,happy
223,data/training/Actor_10/10_01_01_02_dogs-sitting_happy.wav,happy
224,data/training/Actor_10/10_01_02_01_kids-talking_happy.wav,happy
225,data/training/Actor_10/10_02_01_02_kids-talking_happy.wav,happy
226,data/training/Actor_10/10_01_02_02_kids-talking_happy.wav,happy
227,data/training/Actor_10/10_02_02_01_kids-talking_happy.wav,happy
228,data/training/Actor_10/10_02_01_02_dogs-sitting_happy.wav,happy
229,data/training/Actor_10/10_01_02_01_dogs-sitting_happy.wav,happy
230,data/training/Actor_10/10_01_01_01_kids-talking_happy.wav,happy
231,data/training/Actor_10/10_02_02_02_dogs-sitting_happy.wav,happy
232,data/training/Actor_11/03-02-03-01-02-01-11_happy.wav,happy
233,data/training/Actor_11/11_01_01_02_kids-talking_happy.wav,happy
234,data/training/Actor_11/11_01_02_02_kids-talking_happy.wav,happy
235,data/training/Actor_11/03-02-03-01-01-01-11_happy.wav,happy
236,data/training/Actor_11/11_02_01_02_dogs-sitting_happy.wav,happy
237,data/training/Actor_11/03-02-03-02-02-02-11_happy.wav,happy
238,data/training/Actor_11/03-02-03-01-01-02-11_happy.wav,happy
239,data/training/Actor_11/11_01_02_01_kids-talking_happy.wav,happy
240,data/training/Actor_11/11_02_01_02_kids-talking_happy.wav,happy
241,data/training/Actor_11/03-02-03-02-01-02-11_happy.wav,happy
242,data/training/Actor_11/11_01_02_01_dogs-sitting_happy.wav,happy
243,data/training/Actor_11/11_01_01_01_kids-talking_happy.wav,happy
244,data/training/Actor_11/11_01_02_02_dogs-sitting_happy.wav,happy
245,data/training/Actor_11/11_02_01_01_kids-talking_happy.wav,happy
246,data/training/Actor_11/11_02_02_01_kids-talking_happy.wav,happy
247,data/training/Actor_11/11_02_01_01_dogs-sitting_happy.wav,happy
248,data/training/Actor_11/03-02-03-02-02-01-11_happy.wav,happy
249,data/training/Actor_11/11_02_02_02_kids-talking_happy.wav,happy
250,data/training/Actor_11/11_01_01_01_dogs-sitting_happy.wav,happy
251,data/training/Actor_11/03-02-03-02-01-01-11_happy.wav,happy
252,data/training/Actor_11/11_02_02_02_dogs-sitting_happy.wav,happy
253,data/training/Actor_11/03-02-03-01-02-02-11_happy.wav,happy
254,data/training/Actor_11/11_01_01_02_dogs-sitting_happy.wav,happy
255,data/training/Actor_11/11_02_02_01_dogs-sitting_happy.wav,happy
256,data/training/Actor_26/26_01_01_01_bean_happy.wav,happy
257,data/training/Actor_26/26_01_01_01_beg_happy.wav,happy
258,data/training/Actor_26/26_01_01_01_gaze_happy.wav,happy
259,data/training/Actor_26/26_01_01_01_hush_happy.wav,happy
260,data/training/Actor_26/26_01_01_01_cause_happy.wav,happy
261,data/training/Actor_26/26_01_01_01_sheep_happy.wav,happy
262,data/training/Actor_26/26_01_01_01_tell_happy.wav,happy
263,data/training/Actor_26/26_01_01_01_name_happy.wav,happy
264,data/training/Actor_26/26_01_01_01_tough_happy.wav,happy
265,data/training/Actor_26/26_01_01_01_read_happy.wav,happy
266,data/training/Actor_26/26_01_01_01_sell_happy.wav,happy
267,data/training/Actor_26/26_01_01_01_boat_happy.wav,happy
268,data/training/Actor_26/26_01_01_01_perch_happy.wav,happy
269,data/training/Actor_26/26_01_01_01_ton_happy.wav,happy
270,data/training/Actor_26/26_01_01_01_goal_happy.wav,happy
271,data/training/Actor_26/26_01_01_01_fail_happy.wav,happy
272,data/training/Actor_26/26_01_01_01_wire_happy.wav,happy
273,data/training/Actor_26/26_01_01_01_vote_happy.wav,happy
274,data/training/Actor_26/26_01_01_01_cab_happy.wav,happy
275,data/training/Actor_26/26_01_01_01_hole_happy.wav,happy
276,data/training/Actor_26/26_01_01_01_mess_happy.wav,happy
277,data/training/Actor_26/26_01_01_01_shout_happy.wav,happy
278,data/training/Actor_26/26_01_01_01_mouse_happy.wav,happy
279,data/training/Actor_26/26_01_01_01_mode_happy.wav,happy
280,data/training/Actor_26/26_01_01_01_king_happy.wav,happy
281,data/training/Actor_26/26_01_01_01_mill_happy.wav,happy
282,data/training/Actor_26/26_01_01_01_turn_happy.wav,happy
283,data/training/Actor_26/26_01_01_01_gap_happy.wav,happy
284,data/training/Actor_26/26_01_01_01_bought_happy.wav,happy
285,data/training/Actor_26/26_01_01_01_cool_happy.wav,happy
286,data/training/Actor_26/26_01_01_01_five_happy.wav,happy
287,data/training/Actor_26/26_01_01_01_death_happy.wav,happy
288,data/training/Actor_26/26_01_01_01_tape_happy.wav,happy
289,data/training/Actor_26/26_01_01_01_make_happy.wav,happy
290,data/training/Actor_26/26_01_01_01_soup_happy.wav,happy
291,data/training/Actor_26/26_01_01_01_home_happy.wav,happy
292,data/training/Actor_26/26_01_01_01_hire_happy.wav,happy
293,data/training/Actor_26/26_01_01_01_fall_happy.wav,happy
294,data/training/Actor_26/26_01_01_01_pool_happy.wav,happy
295,data/training/Actor_26/26_01_01_01_seize_happy.wav,happy
296,data/training/Actor_26/26_01_01_01_which_happy.wav,happy
297,data/training/Actor_26/26_01_01_01_juice_happy.wav,happy
298,data/training/Actor_26/26_01_01_01_bite_happy.wav,happy
299,data/training/Actor_26/26_01_01_01_thumb_happy.wav,happy
300,data/training/Actor_26/26_01_01_01_shawl_happy.wav,happy
301,data/training/Actor_26/26_01_01_01_puff_happy.wav,happy
302,data/training/Actor_26/26_01_01_01_road_happy.wav,happy
303,data/training/Actor_26/26_01_01_01_sub_happy.wav,happy
304,data/training/Actor_26/26_01_01_01_peg_happy.wav,happy
305,data/training/Actor_26/26_01_01_01_talk_happy.wav,happy
306,data/training/Actor_26/26_01_01_01_merge_happy.wav,happy
307,data/training/Actor_26/26_01_01_01_rose_happy.wav,happy
308,data/training/Actor_26/26_01_01_01_lot_happy.wav,happy
309,data/training/Actor_26/26_01_01_01_team_happy.wav,happy
310,data/training/Actor_26/26_01_01_01_white_happy.wav,happy
311,data/training/Actor_26/26_01_01_01_wash_happy.wav,happy
312,data/training/Actor_26/26_01_01_01_young_happy.wav,happy
313,data/training/Actor_26/26_01_01_01_germ_happy.wav,happy
314,data/training/Actor_26/26_01_01_01_hate_happy.wav,happy
315,data/training/Actor_26/26_01_01_01_good_happy.wav,happy
316,data/training/Actor_26/26_01_01_01_gun_happy.wav,happy
317,data/training/Actor_26/26_01_01_01_rat_happy.wav,happy
318,data/training/Actor_26/26_01_01_01_neat_happy.wav,happy
319,data/training/Actor_26/26_01_01_01_voice_happy.wav,happy
320,data/training/Actor_26/26_01_01_01_ripe_happy.wav,happy
321,data/training/Actor_26/26_01_01_01_mop_happy.wav,happy
322,data/training/Actor_26/26_01_01_01_dead_happy.wav,happy
323,data/training/Actor_26/26_01_01_01_tire_happy.wav,happy
324,data/training/Actor_26/26_01_01_01_tool_happy.wav,happy
325,data/training/Actor_26/26_01_01_01_lid_happy.wav,happy
326,data/training/Actor_26/26_01_01_01_pick_happy.wav,happy
327,data/training/Actor_26/26_01_01_01_hurl_happy.wav,happy
328,data/training/Actor_26/26_01_01_01_long_happy.wav,happy
329,data/training/Actor_26/26_01_01_01_walk_happy.wav,happy
330,data/training/Actor_26/26_01_01_01_goose_happy.wav,happy
331,data/training/Actor_26/26_01_01_01_nag_happy.wav,happy
332,data/training/Actor_26/26_01_01_01_sour_happy.wav,happy
333,data/training/Actor_26/26_01_01_01_haze_happy.wav,happy
334,data/training/Actor_26/26_01_01_01_live_happy.wav,happy
335,data/training/Actor_26/26_01_01_01_kick_happy.wav,happy
336,data/training/Actor_26/26_01_01_01_keg_happy.wav,happy
337,data/training/Actor_26/26_01_01_01_hit_happy.wav,happy
338,data/training/Actor_26/26_01_01_01_room_happy.wav,happy
339,data/training/Actor_26/26_01_01_01_kill_happy.wav,happy
340,data/training/Actor_26/26_01_01_01_match_happy.wav,happy
341,data/training/Actor_26/26_01_01_01_jail_happy.wav,happy
342,data/training/Actor_26/26_01_01_01_lore_happy.wav,happy
343,data/training/Actor_26/26_01_01_01_life_happy.wav,happy
344,data/training/Actor_26/26_01_01_01_vine_happy.wav,happy
345,data/training/Actor_26/26_01_01_01_rough_happy.wav,happy
346,data/training/Actor_26/26_01_01_01_void_happy.wav,happy
347,data/training/Actor_26/26_01_01_01_numb_happy.wav,happy
348,data/training/Actor_26/26_01_01_01_rot_happy.wav,happy
349,data/training/Actor_26/26_01_01_01_time_happy.wav,happy
350,data/training/Actor_26/26_01_01_01_page_happy.wav,happy
351,data/training/Actor_26/26_01_01_01_pike_happy.wav,happy
352,data/training/Actor_26/26_01_01_01_knock_happy.wav,happy
353,data/training/Actor_26/26_01_01_01_love_happy.wav,happy
354,data/training/Actor_26/26_01_01_01_pain_happy.wav,happy
355,data/training/Actor_26/26_01_01_01_shirt_happy.wav,happy
356,data/training/Actor_26/26_01_01_01_fit_happy.wav,happy
357,data/training/Actor_26/26_01_01_01_bar_happy.wav,happy
358,data/training/Actor_26/26_01_01_01_soap_happy.wav,happy
359,data/training/Actor_26/26_01_01_01_door_happy.wav,happy
360,data/training/Actor_26/26_01_01_01_pad_happy.wav,happy
361,data/training/Actor_26/26_01_01_01_chair_happy.wav,happy
362,data/training/Actor_26/26_01_01_01_deep_happy.wav,happy
363,data/training/Actor_26/26_01_01_01_kite_happy.wav,happy
364,data/training/Actor_26/26_01_01_01_keep_happy.wav,happy
365,data/training/Actor_26/26_01_01_01_take_happy.wav,happy
366,data/training/Actor_26/26_01_01_01_chat_happy.wav,happy
367,data/training/Actor_26/26_01_01_01_pole_happy.wav,happy
368,data/training/Actor_26/26_01_01_01_thin_happy.wav,happy
369,data/training/Actor_26/26_01_01_01_bath_happy.wav,happy
370,data/training/Actor_26/26_01_01_01_burn_happy.wav,happy
371,data/training/Actor_26/26_01_01_01_sail_happy.wav,happy
372,data/training/Actor_26/26_01_01_01_wife_happy.wav,happy
373,data/training/Actor_26/26_01_01_01_tip_happy.wav,happy
374,data/training/Actor_26/26_01_01_01_keen_happy.wav,happy
375,data/training/Actor_26/26_01_01_01_pass_happy.wav,happy
376,data/training/Actor_26/26_01_01_01_youth_happy.wav,happy
377,data/training/Actor_26/26_01_01_01_join_happy.wav,happy
378,data/training/Actor_26/26_01_01_01_shall_happy.wav,happy
379,data/training/Actor_26/26_01_01_01_lean_happy.wav,happy
380,data/training/Actor_26/26_01_01_01_chalk_happy.wav,happy
381,data/training/Actor_26/26_01_01_01_south_happy.wav,happy
382,data/training/Actor_26/26_01_01_01_nice_happy.wav,happy
383,data/training/Actor_26/26_01_01_01_bone_happy.wav,happy
384,data/training/Actor_26/26_01_01_01_whip_happy.wav,happy
385,data/training/Actor_26/26_01_01_01_half_happy.wav,happy
386,data/training/Actor_26/26_01_01_01_mood_happy.wav,happy
387,data/training/Actor_26/26_01_01_01_wag_happy.wav,happy
388,data/training/Actor_26/26_01_01_01_came_happy.wav,happy
389,data/training/Actor_26/26_01_01_01_ring_happy.wav,happy
390,data/training/Actor_26/26_01_01_01_third_happy.wav,happy
391,data/training/Actor_26/26_01_01_01_gin_happy.wav,happy
392,data/training/Actor_26/26_01_01_01_lease_happy.wav,happy
393,data/training/Actor_26/26_01_01_01_late_happy.wav,happy
394,data/training/Actor_26/26_01_01_01_judge_happy.wav,happy
395,data/training/Actor_26/26_01_01_01_chain_happy.wav,happy
396,data/training/Actor_26/26_01_01_01_wheat_happy.wav,happy
397,data/training/Actor_26/26_01_01_01_said_happy.wav,happy
398,data/training/Actor_26/26_01_01_01_sure_happy.wav,happy
399,data/training/Actor_26/26_01_01_01_far_happy.wav,happy
400,data/training/Actor_26/26_01_01_01_hash_happy.wav,happy
401,data/training/Actor_26/26_01_01_01_limb_happy.wav,happy
402,data/training/Actor_26/26_01_01_01_get_happy.wav,happy
403,data/training/Actor_26/26_01_01_01_gas_happy.wav,happy
404,data/training/Actor_26/26_01_01_01_base_happy.wav,happy
405,data/training/Actor_26/26_01_01_01_phone_happy.wav,happy
406,data/training/Actor_26/26_01_01_01_back_happy.wav,happy
407,data/training/Actor_26/26_01_01_01_witch_happy.wav,happy
